buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,air_travel,good_uranium,elgar_instruments,elgar_music,manzoni_prints
building_rye_farm,pmg_secondary_building_rye_farm,pm_apple_orchards,refining,construction_cost_low,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,
building_rye_farm,pmg_secondary_building_rye_farm,pm_sugar_beets,refining,construction_cost_low,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_tools_disabled,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_tools,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_steam_threshers,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_compression_ignition_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_base_building_wheat_farm,pm_simple_farming,base,construction_cost_low,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_base_building_wheat_farm,pm_soil_enriching_farming,base,construction_cost_low,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_base_building_wheat_farm,pm_fertilization,base,construction_cost_low,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_base_building_wheat_farm,pm_chemical_fertilizer,base,construction_cost_low,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_secondary_building_wheat_farm,pm_no_secondary,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_secondary_building_wheat_farm,pm_citrus_orchards,refining,construction_cost_low,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,
building_wheat_farm,pmg_secondary_building_wheat_farm,pm_sugar_beets,refining,construction_cost_low,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
building_wheat_farm,pmg_harvesting_process_building_wheat_farm,pm_tools_disabled,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_harvesting_process_building_wheat_farm,pm_tools,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_harvesting_process_building_wheat_farm,pm_steam_threshers,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_harvesting_process_building_wheat_farm,pm_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_wheat_farm,pmg_harvesting_process_building_wheat_farm,pm_compression_ignition_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_base_building_rice_farm,pm_simple_farming_building_rice_farm,base,construction_cost_low,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_base_building_rice_farm,pm_soil_enriching_farming_building_rice_farm,base,construction_cost_low,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_base_building_rice_farm,pm_fertilization_building_rice_farm,base,construction_cost_low,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_base_building_rice_farm,pm_chemical_fertilizer_building_rice_farm,base,construction_cost_low,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_secondary_building_rice_farm,pm_no_secondary,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_secondary_building_rice_farm,pm_fig_orchards_building_rice_farm,refining,construction_cost_low,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,2,,,,,,,,,,,,,,
building_rice_farm,pmg_harvesting_process_building_rice_farm,pm_tools_disabled,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_harvesting_process_building_rice_farm,pm_tools_building_rice_farm,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_harvesting_process_building_rice_farm,pm_steam_threshers_building_rice_farm,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_simple_farming,base,construction_cost_low,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_soil_enriching_farming,base,construction_cost_low,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_fertilization,base,construction_cost_low,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_chemical_fertilizer,base,construction_cost_low,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_secondary_building_maize_farm,pm_no_secondary,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_secondary_building_maize_farm,pm_citrus_orchards,refining,construction_cost_low,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tools_disabled,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tools,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_steam_threshers,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_compression_ignition_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_simple_farming,base,construction_cost_low,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_soil_enriching_farming,base,construction_cost_low,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_fertilization,base,construction_cost_low,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_chemical_fertilizer,base,construction_cost_low,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_secondary_building_millet_farm,pm_no_secondary,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_secondary_building_millet_farm,pm_fig_orchards,refining,construction_cost_low,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,1,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tools_disabled,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tools,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_steam_threshers,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_compression_ignition_tractors,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_open_air_stockyards,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_butchering_tools,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,15,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_slaughterhouses,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,25,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_mechanized_slaughtering,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,35,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_simple_ranch,base,construction_cost_low,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_sheep_farms,base,construction_cost_low,,,,,,,,-10,,15,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_intensive_grazing_ranch,base,construction_cost_low,,,,,,,,-15,,25,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_standard_fences,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_barbed_wire_fences,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_electric_fencing,automation,construction_cost_low,,,,,,,,,,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_unrefrigerated,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_refrigerated_storage_building_livestock_ranch,automation,construction_cost_low,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_refrigerated_rail_cars_building_livestock_ranch,automation,construction_cost_low,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_vineyard,pmg_base_building_vineyard,default_building_vineyard,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,
building_vineyard,pmg_base_building_vineyard,automatic_irrigation_building_vineyard,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,40,,,,,,,,,,,,,,,,,
building_vineyard,pmg_train_automation_building_vineyard,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_vineyard,pmg_train_automation_building_vineyard,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_picks_and_shovels_building_coal_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_condensing_engine_pump_building_coal_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_diesel_pump_building_coal_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,-5,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_explosives_building_coal_mine,pm_no_explosives,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_explosives_building_coal_mine,pm_nitroglycerin_building_coal_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_explosives_building_coal_mine,pm_dynamite_building_coal_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_steam_automation_building_coal_mine,pm_no_steam_automation,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_steam_automation_building_coal_mine,pm_steam_donkey_building_coal_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_train_automation_building_coal_mine,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_train_automation_building_coal_mine,pm_rail_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_mining_equipment_building_iron_mine,pm_picks_and_shovels_building_iron_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_mining_equipment_building_iron_mine,pm_atmospheric_engine_pump_building_iron_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-10,40,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_mining_equipment_building_iron_mine,pm_condensing_engine_pump_building_iron_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-15,60,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_mining_equipment_building_iron_mine,pm_diesel_pump_building_iron_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,-5,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_explosives_building_iron_mine,pm_no_explosives,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_explosives_building_iron_mine,pm_nitroglycerin_building_iron_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_explosives_building_iron_mine,pm_dynamite_building_iron_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_steam_automation_building_iron_mine,pm_no_steam_automation,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_steam_automation_building_iron_mine,pm_steam_donkey_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_train_automation_building_iron_mine,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_iron_mine,pmg_train_automation_building_iron_mine,pm_rail_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_mining_equipment_building_lead_mine,pm_picks_and_shovels_building_lead_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_mining_equipment_building_lead_mine,pm_atmospheric_engine_pump_building_lead_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-10,,40,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_mining_equipment_building_lead_mine,pm_condensing_engine_pump_building_lead_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-15,,60,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_mining_equipment_building_lead_mine,pm_diesel_pump_building_lead_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,-5,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_explosives_building_lead_mine,pm_no_explosives,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_explosives_building_lead_mine,pm_nitroglycerin_building_lead_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_explosives_building_lead_mine,pm_dynamite_building_lead_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_steam_automation_building_lead_mine,pm_no_steam_automation,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_steam_automation_building_lead_mine,pm_steam_donkey_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_train_automation_building_lead_mine,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_lead_mine,pmg_train_automation_building_lead_mine,pm_rail_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_picks_and_shovels_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_atmospheric_engine_pump_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,40,-10,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_condensing_engine_pump_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,60,-15,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_diesel_pump_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,-5,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_explosives_building_sulfur_mine,pm_no_explosives,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_explosives_building_sulfur_mine,pm_nitroglycerin_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_explosives_building_sulfur_mine,pm_dynamite_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_steam_automation_building_sulfur_mine,pm_no_steam_automation,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_steam_automation_building_sulfur_mine,pm_steam_donkey_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_train_automation_building_sulfur_mine,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_train_automation_building_sulfur_mine,pm_rail_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_picks_and_shovels_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,8,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_atmospheric_engine_pump_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-10,,,,,,,,,,,,,,,,,15,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_condensing_engine_pump_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,-15,,,,,,,,,,,,,,,,,25,,,,,,
building_gold_mine,pmg_mining_equipment_building_gold_mine,pm_diesel_pump_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,-15,,,,,,,,,,,,,,,,,30,,,,,,
building_gold_mine,pmg_explosives_building_gold_mine,pm_no_explosives,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_explosives_building_gold_mine,pm_nitroglycerin_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,5,,,,,,
building_gold_mine,pmg_explosives_building_gold_mine,pm_dynamite_building_gold_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,10,,,,,,
building_gold_mine,pmg_steam_automation_building_gold_mine,pm_no_steam_automation,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_steam_automation_building_gold_mine,pm_steam_donkey_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_train_automation_building_gold_mine,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_mine,pmg_train_automation_building_gold_mine,pm_rail_transport_mine,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gold_field,pmg_base_building_gold_field,default_building_gold_field,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
building_coffee_plantation,pmg_base_building_coffee_plantation,coffee_plantation_dry_process,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
